word1 word2 word1 => word2
alligator animal True
alligator beast True
alligator carnivore True
alligator chordate True
alligator creature True
alligator predator True
alligator reptile True
alligator vertebrate True
frog amphibian True
frog animal True
frog beast True
frog chordate True
frog creature True
frog vertebrate True
lizard animal True
lizard beast True
lizard carnivore True
lizard chordate True
lizard creature True
lizard reptile True
lizard vertebrate True
snake animal True
snake beast True
snake chordate True
snake creature True
snake reptile True
snake vertebrate True
turtle amphibian True
turtle animal True
turtle beast True
turtle chordate True
turtle creature True
turtle food True
turtle pet True
turtle reptile True
turtle vertebrate True
dishwasher appliance True
dishwasher artefact True
dishwasher artifact True
dishwasher commodity True
dishwasher device True
dishwasher good True
dishwasher object True
freezer appliance True
freezer artefact True
freezer artifact True
freezer commodity True
freezer device True
freezer good True
freezer object True
fridge appliance True
fridge artefact True
fridge artifact True
fridge commodity True
fridge device True
fridge good True
fridge object True
oven appliance True
oven artefact True
oven artifact True
oven commodity True
oven device True
oven good True
oven object True
phone appliance True
phone artefact True
phone artifact True
phone commodity True
phone device True
phone equipment True
phone gadget True
phone good True
phone object True
phone system True
radio appliance True
radio artefact True
radio artifact True
radio commodity True
radio device True
radio equipment True
radio good True
radio object True
radio system True
stereo appliance True
stereo artefact True
stereo artifact True
stereo commodity True
stereo device True
stereo equipment True
stereo good True
stereo object True
stereo system True
stove appliance True
stove artefact True
stove artifact True
stove commodity True
stove device True
stove good True
stove object True
television appliance True
television artefact True
television artifact True
television commodity True
television device True
television equipment True
television good True
television object True
television system True
toaster appliance True
toaster artefact True
toaster artifact True
toaster commodity True
toaster device True
toaster good True
toaster object True
washer appliance True
washer artefact True
washer artifact True
washer commodity True
washer device True
washer good True
washer object True
crow animal True
crow bird True
crow chordate True
crow creature True
crow passerine True
crow scavenger True
crow vertebrate True
dove animal True
dove bird True
dove chordate True
dove creature True
dove vertebrate True
eagle animal True
eagle bird True
eagle chordate True
eagle creature True
eagle predator True
eagle raptor True
eagle vertebrate True
falcon animal True
falcon bird True
falcon chordate True
falcon creature True
falcon predator True
falcon raptor True
falcon vertebrate True
goose animal True
goose bird True
goose chordate True
goose creature True
goose vertebrate True
goose waterbird True
goose waterfowl True
hawk animal True
hawk bird True
hawk chordate True
hawk creature True
hawk predator True
hawk raptor True
hawk vertebrate True
owl animal True
owl bird True
owl chordate True
owl creature True
owl predator True
owl raptor True
owl vertebrate True
penguin animal True
penguin bird True
penguin chordate True
penguin creature True
penguin seabird True
penguin vertebrate True
pheasant animal True
pheasant bird True
pheasant chordate True
pheasant creature True
pheasant game True
pheasant vertebrate True
pigeon animal True
pigeon bird True
pigeon chordate True
pigeon creature True
pigeon vertebrate True
robin animal True
robin bird True
robin chordate True
robin creature True
robin passerine True
robin thrush True
robin vertebrate True
sparrow animal True
sparrow bird True
sparrow chordate True
sparrow creature True
sparrow passerine True
sparrow vertebrate True
swan animal True
swan bird True
swan chordate True
swan creature True
swan vertebrate True
swan waterbird True
swan waterfowl True
vulture animal True
vulture bird True
vulture chordate True
vulture creature True
vulture predator True
vulture raptor True
vulture scavenger True
vulture vertebrate True
woodpecker animal True
woodpecker bird True
woodpecker chordate True
woodpecker creature True
woodpecker vertebrate True
castle accommodation True
castle building True
castle construction True
castle defence True
castle defense True
castle dwelling True
castle edifice True
castle fortification True
castle habitation True
castle home True
castle house True
castle housing True
castle lodging True
castle site True
castle structure True
cathedral building True
cathedral church True
cathedral construction True
cathedral edifice True
cathedral site True
cathedral structure True
cathedral temple True
cottage accommodation True
cottage building True
cottage construction True
cottage dwelling True
cottage edifice True
cottage habitation True
cottage home True
cottage house True
cottage housing True
cottage lodging True
cottage structure True
hospital building True
hospital construction True
hospital edifice True
hospital institution True
hospital site True
hospital structure True
hotel accommodation True
hotel building True
hotel construction True
hotel edifice True
hotel lodging True
hotel structure True
library building True
library construction True
library edifice True
library institution True
library site True
library structure True
pub building True
pub construction True
pub edifice True
pub institution True
pub structure True
restaurant building True
restaurant construction True
restaurant edifice True
restaurant structure True
villa accommodation True
villa building True
villa construction True
villa dwelling True
villa edifice True
villa habitation True
villa home True
villa house True
villa housing True
villa lodging True
villa site True
villa structure True
blouse apparel True
blouse artefact True
blouse artifact True
blouse clothes True
blouse clothing True
blouse commodity True
blouse covering True
blouse garment True
blouse good True
blouse object True
blouse wear True
cloak apparel True
cloak artefact True
cloak artifact True
cloak clothes True
cloak clothing True
cloak commodity True
cloak covering True
cloak garment True
cloak good True
cloak object True
cloak wear True
coat apparel True
coat artefact True
coat artifact True
coat clothes True
coat clothing True
coat commodity True
coat covering True
coat garment True
coat good True
coat object True
coat wear True
dress apparel True
dress artefact True
dress artifact True
dress clothes True
dress clothing True
dress commodity True
dress covering True
dress garment True
dress good True
dress object True
dress wear True
glove accessory True
glove apparel True
glove artefact True
glove artifact True
glove clothes True
glove clothing True
glove commodity True
glove covering True
glove garment True
glove good True
glove object True
glove wear True
hat accessory True
hat apparel True
hat artefact True
hat artifact True
hat clothes True
hat clothing True
hat commodity True
hat covering True
hat garment True
hat good True
hat headdress True
hat headgear True
hat object True
hat wear True
jacket apparel True
jacket artefact True
jacket artifact True
jacket clothes True
jacket clothing True
jacket commodity True
jacket covering True
jacket garment True
jacket good True
jacket object True
jacket wear True
robe apparel True
robe artefact True
robe artifact True
robe clothes True
robe clothing True
robe commodity True
robe covering True
robe garment True
robe good True
robe object True
robe wear True
scarf accessory True
scarf apparel True
scarf artefact True
scarf artifact True
scarf clothes True
scarf clothing True
scarf commodity True
scarf covering True
scarf garment True
scarf good True
scarf object True
scarf wear True
shirt apparel True
shirt artefact True
shirt artifact True
shirt clothes True
shirt clothing True
shirt commodity True
shirt covering True
shirt garment True
shirt good True
shirt object True
shirt wear True
sweater apparel True
sweater artefact True
sweater artifact True
sweater clothes True
sweater clothing True
sweater commodity True
sweater covering True
sweater garment True
sweater good True
sweater object True
sweater wear True
vest apparel True
vest artefact True
vest artifact True
vest clothes True
vest clothing True
vest commodity True
vest covering True
vest garment True
vest good True
vest object True
vest wear True
bag accessory True
bag artefact True
bag artifact True
bag container True
bag luggage True
bag object True
bottle artefact True
bottle artifact True
bottle container True
bottle drinkware True
bottle object True
bottle utensil True
bottle vessel True
bowl artefact True
bowl artifact True
bowl container True
bowl cookware True
bowl dishware True
bowl kitchenware True
bowl object True
bowl utensil True
bowl vessel True
box artefact True
box artifact True
box container True
box object True
jar artefact True
jar artifact True
jar container True
jar drinkware True
jar kitchenware True
jar object True
jar utensil True
jar vessel True
mug artefact True
mug artifact True
mug container True
mug dishware True
mug drinkware True
mug kitchenware True
mug object True
mug utensil True
mug vessel True
apple food True
apple fruit True
apple produce True
apricot food True
apricot fruit True
apricot produce True
banana food True
banana fruit True
banana produce True
cherry food True
cherry fruit True
cherry produce True
coconut food True
coconut fruit True
coconut produce True
cranberry berry True
cranberry food True
cranberry fruit True
cranberry produce True
grape berry True
grape food True
grape fruit True
grape produce True
grapefruit citrus True
grapefruit food True
grapefruit fruit True
grapefruit produce True
lemon citrus True
lemon food True
lemon fruit True
lemon produce True
lime citrus True
lime food True
lime fruit True
lime produce True
peach food True
peach fruit True
peach produce True
pear food True
pear fruit True
pear produce True
pineapple food True
pineapple fruit True
pineapple produce True
plum food True
plum fruit True
plum produce True
strawberry food True
strawberry fruit True
strawberry produce True
bed artefact True
bed artifact True
bed furnishing True
bed furniture True
bed object True
bookcase artefact True
bookcase artifact True
bookcase furnishing True
bookcase furniture True
bookcase object True
chair artefact True
chair artifact True
chair furnishing True
chair furniture True
chair object True
couch artefact True
couch artifact True
couch furnishing True
couch furniture True
couch object True
desk artefact True
desk artifact True
desk furnishing True
desk furniture True
desk object True
dresser artefact True
dresser artifact True
dresser furnishing True
dresser furniture True
dresser object True
sofa artefact True
sofa artifact True
sofa furnishing True
sofa furniture True
sofa object True
table artefact True
table artifact True
table furnishing True
table furniture True
table object True
wardrobe artefact True
wardrobe artifact True
wardrobe furnishing True
wardrobe furniture True
wardrobe object True
bear animal True
bear beast True
bear chordate True
bear creature True
bear mammal True
bear predator True
bear vertebrate True
beaver animal True
beaver beast True
beaver chordate True
beaver creature True
beaver mammal True
beaver rodent True
beaver vertebrate True
bull animal True
bull beast True
bull chordate True
bull creature True
bull herbivore True
bull mammal True
bull ruminant True
bull ungulate True
bull vertebrate True
cat animal True
cat beast True
cat carnivore True
cat chordate True
cat creature True
cat feline True
cat mammal True
cat pet True
cat vertebrate True
cow animal True
cow beast True
cow cattle True
cow chordate True
cow creature True
cow herbivore True
cow mammal True
cow ruminant True
cow ungulate True
cow vertebrate True
coyote animal True
coyote beast True
coyote canine True
coyote carnivore True
coyote chordate True
coyote creature True
coyote mammal True
coyote predator True
coyote vertebrate True
deer animal True
deer beast True
deer chordate True
deer creature True
deer herbivore True
deer mammal True
deer ruminant True
deer ungulate True
deer vertebrate True
donkey animal True
donkey beast True
donkey chordate True
donkey creature True
donkey herbivore True
donkey mammal True
donkey ungulate True
donkey vertebrate True
elephant animal True
elephant beast True
elephant chordate True
elephant creature True
