word1 word2 word1 => word2
abstraction concept True
accusation statement True
ache pain True
acid chemical True
acoustics discipline True
adjective word True
adrenaline chemical True
adrenaline neurotransmitter True
aesthetic doctrine True
affection feeling True
affidavit document True
agony feeling True
aide serviceman True
aircraft vehicle True
aircrew crew True
airman worker True
airplane vehicle True
alcohol fluid True
alderman representative True
ale alcohol True
ale fluid True
alga microorganism True
algebra mathematics True
algebra science True
alley thoroughfare True
almond tree True
alpha symbol True
ambassador diplomat True
ambassador worker True
amphetamine drug True
amphibian vehicle True
anaesthetic drug True
anaesthetist adult True
anaesthetist professional True
analogy inference True
anatomy discipline True
aneurysm disorder True
anger emotion True
anger feeling True
animosity emotion True
animosity feeling True
annals periodical True
anorexia disorder True
answer statement True
ant insect True
ant invertebrate True
antibiotic drug True
antibody molecule True
antiquity era True
apathy feeling True
ape animal True
ape mammal True
aphid insect True
aphid invertebrate True
apostle believer True
apple solid True
apprehension fear True
aquarium container True
aqueduct conduit True
archbishop clergyman True
archbishop priest True
arithmetic discipline True
armchair chair True
army organization True
aromatherapy therapy True
artery vessel True
artillery armament True
artiste entertainer True
artiste performer True
asp reptile True
asp snake True
asp vertebrate True
aspirin drug True
association organization True
assortment collection True
asthma illness True
astronomy science True
asylum shelter True
attorney professional True
attraction phenomenon True
auto vehicle True
autobiography record True
automobile vehicle True
baby offspring True
bacterium microorganism True
badminton sport True
baggage container True
bailiff worker True
balloon aircraft True
bamboo wood True
ban decree True
bargain agreement True
baritone entertainer True
baritone singer True
baroness aristocrat True
baronetcy status True
barrier obstruction True
basket container True
basketball game True
bassist entertainer True
bassist musician True
bat vertebrate True
batsman athlete True
batsman player True
battleship ship True
battleship vehicle True
bead jewelry True
bean vegetable True
bear carnivore True
bear mammal True
bear vertebrate True
beard hair True
bed furniture True
bee animal True
bee invertebrate True
beech tree True
beer beverage True
beer liquid True
bend curve True
benzene chemical True
benzene hydrocarbon True
benzodiazepine drug True
bereavement emotion True
berry solid True
bestseller publication True
beverage fluid True
beverage liquid True
bib fabric True
bike vehicle True
binder machine True
bingo game True
biochemistry chemistry True
biochemistry science True
biologist scientist True
biotechnology discipline True
biplane aircraft True
biplane airplane True
biplane vehicle True
bird animal True
birthday anniversary True
bitterness emotion True
bitterness feeling True
black color True
blaze combustion True
bluegrass herb True
boar mammal True
bomber aircraft True
bomber airplane True
bonnet clothing True
bonnet commodity True
bookmark marker True
bookshop shop True
booze beverage True
booze drug True
border boundary True
boss leader True
bottle container True
boulevard thoroughfare True
bounty payment True
bourgeoisie people True
bowling game True
box container True
bra clothing True
breaker worker True
breeze wind True
brethren organization True
bridesmaid woman True
brigade organization True
bronze alloy True
brook stream True
brother kinsman True
buffalo mammal True
bug animal True
bug invertebrate True
buggy container True
buggy vehicle True
bull animal True
bull mammal True
bulldog dog True
bungalow house True
bungalow housing True
bureau organization True
butcher merchant True
butter solid True
butterfly animal True
butterfly insect True
cabbage vegetable True
cafe restaurant True
cage enclosure True
cairn symbol True
calamity misfortune True
calculation procedure True
calf animal True
camera equipment True
cameraman artist True
campsite site True
candy food True
cannon armament True
cannon artillery True
carbohydrate molecule True
carbonate chemical True
carcinoma cancer True
carcinoma tumor True
cardinal bishop True
cardinal leader True
caring love True
carnage murder True
carp seafood True
carpenter worker True
casket container True
cassette container True
castle building True
castle dwelling True
castle house True
castle housing True
cat carnivore True
cat mammal True
cataract illness True
catastrophe misfortune True
catcher player True
caterpillar larva True
caucus gathering True
celery herb True
cellist entertainer True
cellist performer True
cellulose carbohydrate True
cellulose chemical True
cemetery site True
cereal herb True
chalet building True
chalet house True
chamber enclosure True
champagne alcohol True
champagne wine True
chancellor leader True
chant music True
chapel building True
charcoal carbon True
chariot vehicle True
charity institution True
chateau dwelling True
checklist information True
checklist list True
cheese food True
chef worker True
chemistry science True
chemotherapy care True
chick animal True
chick bird True
chick vertebrate True
chicken solid True
chilli vegetable True
chimpanzee mammal True
chimpanzee vertebrate True
chocolate food True
church organization True
cider fluid True
cipher message True
classroom room True
clerk worker True
clinician professional True
clown fool True
club organization True
clubhouse building True
coach trainer True
coaching occupation True
cockroach insect True
cockroach invertebrate True
cocktail alcohol True
cold illness True
collagen molecule True
collagen protein True
colon organ True
colt male True
columnist journalist True
comedian performer True
comic entertainer True
comic performer True
comment statement True
commission organization True
committee organization True
company institution True
company organization True
compass instrument True
compassion feeling True
competitiveness trait True
complacency feeling True
compost mixture True
concert performance True
concerto music True
condom contraceptive True
condominium dwelling True
condominium housing True
conjecture idea True
conservatism attitude True
contract statement True
convent building True
convent dwelling True
convention meeting True
conversion transformation True
cook worker True
cookbook book True
cookie solid True
cool temperature True
copyright right True
coriander herb True
corporation organization True
corridor passageway True
cosmology discipline True
cottage house True
cottage housing True
cotton fiber True
council organization True
counterattack attack True
country organization True
coupe vehicle True
courthouse building True
courtroom room True
covenant document True
cow vertebrate True
cowboy workman True
crab invertebrate True
cracker food True
cradle furniture True
craftsman professional True
cricket insect True
cricketer athlete True
criminology discipline True
crocodile animal True
croquet game True
croquet sport True
crow animal True
crusade undertaking True
cutlery tool True
cycling sport True
cynicism feeling True
dad progenitor True
dad relative True
daddy parent True
dagger instrument True
dance art True
dancer entertainer True
dancing discipline True
dart projectile True
daughter offspring True
deafness disability True
dealer merchant True
dealership business True
dean leader True
deanery building True
deanery dwelling True
deanery house True
declaration statement True
decrease change True
deer animal True
deer mammal True
dementia insanity True
denim clothing True
dentistry medicine True
dentistry science True
department organization True
depth magnitude True
dermatitis disease True
descendent relative True
desire feeling True
desk furniture True
detective policeman True
diabetes disease True
dictionary book True
dinghy boat True
dinner meal True
dinosaur vertebrate True
dioxide oxide True
dioxin hydrocarbon True
diplomat worker True
directorate organization True
disappointment feeling True
disco music True
discussion communication True
dish container True
dispenser container True
displeasure emotion True
documentary movie True
documentation information True
dog carnivore True
dog mammal True
dogma doctrine True
dolphin animal True
dorm housing True
dormitory building True
dove animal True
draft document True
dragonfly animal True
dragonfly insect True
dramatist writer True
drift phenomenon True
drinker consumer True
drizzle rain True
drone insect True
drummer entertainer True
drummer performer True
dryer commodity True
duck bird True
dustbin bin True
dwelling housing True
dyke lesbian True
dynamite explosive True
eagle animal True
eagle bird True
eagle vertebrate True
earring decoration True
eatery building True
eating consumption True
ecologist scientist True
economics discipline True
economist scientist True
ecstasy emotion True
ecstasy feeling True
edge boundary True
editor worker True
editorial prose True
educator professional True
eel solid True
electrician worker True
electrolyte solution True
electronics discipline True
electronics science True
elephant animal True
eleven integer True
elite people True
elm tree True
emigrant migrant True
emigration migration True
employee worker True
empress ruler True
encyclopedia book True
endurance strength True
engineering occupation True
enumeration information True
enumeration list True
environmentalist reformer True
envy feeling True
enzyme molecule True
enzymology biochemistry True
enzymology science True
epic poem True
epistle letter True
etching art True
excitement feeling True
excuse explanation True
experiment research True
facade surface True
fairytale narrative True
fallacy idea True
falsehood statement True
farmhouse building True
farmhouse house True
father progenitor True
feeder animal True
felony transgression True
fence barrier True
fencing obstruction True
fender barrier True
ferret carnivore True
ferry boat True
ferry vehicle True
fielder athlete True
fillet meat True
filly female True
final contest True
fingertip tip True
firearm weapon True
firm business True
firm organization True
fish animal True
fisherman worker True
fishing sport True
flea invertebrate True
flea parasite True
floor surface True
flour food True
flu disease True
fluorescence phenomenon True
fly invertebrate True
fodder worker True
foetus vertebrate True
folly trait True
football game True
football sport True
footbridge bridge True
forearm limb True
foreman superior True
fork ware True
foundry plant True
fourteen integer True
fox animal True
fox mammal True
fox vertebrate True
fragrance sensation True
freeware software True
freeway road True
fresco art True
fresco painting True
frigate vehicle True
fright emotion True
frustration feeling True
fullback athlete True
funeral ceremony True
gale phenomenon True
gall disease True
galley vehicle True
gas phenomenon True
gasoline fuel True
gasoline hydrocarbon True
gastropod invertebrate True
gate barrier True
gateway entrance True
gauge instrument True
geek performer True
gemstone crystal True
generator apparatus True
gent adult True
gentry people True
geology discipline True
geometry discipline True
geometry science True
gin beverage True
ginger herb True
girlfriend woman True
gladiator combatant True
gland organ True
glaucoma disease True
glider aircraft True
glider vehicle True
goalkeeper athlete True
goalkeeper player True
goat mammal True
goldfish vertebrate True
golf sport True
golfer player True
goose vertebrate True
goose waterfowl True
gorge valley True
gorilla mammal True
governor politician True
gown clothing True
graft tissue True
grandchild offspring True
grandchild relative True
granddaughter offspring True
grandfather grandparent True
grandmother grandparent True
grandmother relative True
granny relative True
graveyard site True
green color True
greyhound animal True
greyhound dog True
greyhound hound True
grove vegetation True
guesthouse housing True
gunboat boat True
gunboat vehicle True
gunner serviceman True
gym facility True
gymnasium school True
hall passageway True
